"Скважина","НГДУ","ЦДНГ","ГУ","ЗУ","Категория","Состояние","Причина простоя","Способ эксплуатации","№ отвода","Qж, м³/сут","Обв, %","Qн, т/сут"
KMB_0223,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100б,Нефтяная,Ликвидированная,Геологические причины,ШГН,9.000000,65.0,98.0,1.0
KMB_0224,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0225,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,,,
KMB_0226,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,8.000000,25.0,90.0,2.0
KMB_0227,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100в,Контрольная,В простое,Нерентабельная для эксплуатации скважина,ШГН,12.000000,15.0,95.0,1.0
KMB_0228,НГДУ-4,ЦДНГ-7,ГУ-79,,Нефтяная,В работе,,ШГН,14.000000,10.0,65.0,3.0
KMB_0229,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0231,НГДУ-4,,,,Нагнетательная,Бездействие,Авария подземного оборудования,Отсутствует,,,,
KMB_0232,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,3.000000,50.0,98.0,1.0
KMB_0233,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100г,Нефтяная,Ликвидированная,Технические причины,Отсутствует,14.000000,5.0,95.0,0.0
KMB_0234,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,12.000000,30.0,98.0,0.0
KMB_0235,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100б,Нефтяная,В работе,,ШГН,10.000000,65.0,95.0,3.0
KMB_0236,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100в,Контрольная,В простое,Перевод в КФ,Отсутствует,13.000000,10.0,99.0,0.0
KMB_0237,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100а,Контрольная,В простое,Перевод в КФ,Отсутствует,11.000000,55.0,98.0,1.0
KMB_0238,НГДУ-4,ЦДНГ-7,ГУ-101,ЗУ-101в,Нефтяная,Ликвидированная,Технические причины,Отсутствует,10.000000,,,
KMB_0239,НГДУ-4,ЦДНГ-7,ГУ-79,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,11.000000,65.0,95.0,3.0
KMB_0240,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100г,Нефтяная,Ликвидированная,Технические причины,Отсутствует,13.000000,60.0,98.0,1.0
KMB_0241,НГДУ-4,,,,Нагнетательная,Бездействие,Геологические причины,Отсутствует,,,,
KMB_0242,НГДУ-4,,,,Нагнетательная,В ожидании ликвидации,,Отсутствует,,,,
KMB_0243,НГДУ-4,,,,Нагнетательная,В простое,ОКРС,НКТ с воронкой,,60.0,99.0,0.0
KMB_0244,НГДУ-4,ЦДНГ-7,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0245,НГДУ-4,ЦДНГ-7,ГУ-79,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,10.000000,5.0,95.0,0.0
KMB_0246,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0247,НГДУ-4,ЦДНГ-7,ГУ-79,,Нефтяная,В работе,,ШГН,4.000000,10.0,45.0,5.0
KMB_0248,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100г,Нефтяная,Бездействие,Обводнение,Отсутствует,11.000000,35.0,99.0,0.0
KMB_0249,НГДУ-4,ЦДНГ-7,ГУ-105,ЗУ-105а,Нефтяная,В работе,,ШГН,8.000000,50.0,75.0,10.0
KMB_0250,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0251,НГДУ-4,ЦДНГ-7,ГУ-105,ЗУ-105а,Нефтяная,В работе,,ШГН,1.000000,15.0,85.0,2.0
KMB_0252,НГДУ-4,ЦДНГ-7,ГУ-121,ЗУ-121а,Нефтяная,Ликвидированная,Технические причины,Отсутствует,8.000000,60.0,99.0,0.0
KMB_0253,НГДУ-4,ЦДНГ-7,ГУ-121,ЗУ-121а,Контрольная,В простое,Перевод в КФ,Отсутствует,4.000000,70.0,98.0,1.0
KMB_0254,НГДУ-4,ЦДНГ-7,ГУ-101,,Нефтяная,В работе,,ШГН,9.000000,35.0,75.0,7.0
KMB_0255,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,2.000000,5.0,85.0,1.0
KMB_0256,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0257,НГДУ-4,ЦДНГ-7,ГУ-103,ЗУ-103в,Нефтяная,В простое,ПРС,ШГН,14.000000,25.0,45.0,12.0
KMB_0258,НГДУ-4,ЦДНГ-7,ГУ-101,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,1.000000,5.0,80.0,1.0
KMB_0259,НГДУ-4,,,,Нагнетательная,Бездействие,Авария подземного оборудования,Отсутствует,,,,
KMB_0260,НГДУ-4,ЦДНГ-7,ГУ-105,ЗУ-105б,Нефтяная,В работе,,ШГН,5.000000,40.0,80.0,7.0
KMB_0261,НГДУ-4,ЦДНГ-7,ГУ-121,ЗУ-121г,Нефтяная,В работе,,ШГН,7.000000,35.0,80.0,6.0
KMB_0262,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,10.000000,5.0,90.0,0.0
KMB_0263,НГДУ-4,ЦДНГ-7,ГУ-79,,Нефтяная,В работе,,ШГН,8.000000,80.0,85.0,10.0
KMB_0264,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100б,Нефтяная,Ликвидированная,Технические причины,ШГН,6.000000,30.0,70.0,8.0
KMB_0265,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0266,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,6.000000,10.0,90.0,1.0
KMB_0267,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100б,Нефтяная,В работе,,ШГН,7.000000,55.0,95.0,2.0
KMB_0268,НГДУ-4,ЦДНГ-6,ГУ-21,ЗУ-21а,Нефтяная,Ликвидированная,Технические причины,Отсутствует,3.000000,60.0,98.0,1.0
KMB_0269,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0270,НГДУ-4,ЦДНГ-7,ГУ-105,ЗУ-105а,Нефтяная,Ликвидированная,Технические причины,Отсутствует,12.000000,65.0,99.0,1.0
KMB_0271,НГДУ-4,ЦДНГ-7,ГУ-121,ЗУ-121в,Нефтяная,В работе,,ШГН,14.000000,40.0,90.0,3.0
KMB_0272,НГДУ-4,ЦДНГ-7,ГУ-101,ЗУ-101б,Нефтяная,В работе,,ШГН,11.000000,15.0,85.0,2.0
KMB_0273,НГДУ-4,ЦДНГ-7,ГУ-79,,Нефтяная,В работе,,ШГН,1.000000,15.0,80.0,3.0
KMB_0274,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0275,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,5.0,98.0,0.0
KMB_0276,НГДУ-4,ЦДНГ-7,ГУ-101,ЗУ-101б,Нефтяная,В простое,ОКРС,ШГН,6.000000,50.0,95.0,2.0
KMB_0277,НГДУ-4,ЦДНГ-7,ГУ-121,ЗУ-121а,Нефтяная,В работе,,ШГН,2.000000,25.0,85.0,3.0
KMB_0278,НГДУ-4,ЦДНГ-7,ГУ-101,,Контрольная,В простое,Нерентабельная для эксплуатации скважина,ШГН,3.000000,10.0,95.0,0.0
KMB_0279,НГДУ-4,ЦДНГ-7,ГУ-101,ЗУ-101в,Нефтяная,В работе,,ШГН,10.000000,35.0,90.0,3.0
KMB_0280,НГДУ-4,ЦДНГ-7,ГУ-101,ЗУ-101в,Контрольная,В простое,Нерентабельная для эксплуатации скважина,Отсутствует,1.000000,45.0,99.0,0.0
KMB_0281,НГДУ-4,ЦДНГ-7,ГУ-79,,Нефтяная,В работе,,ШГН,10.000000,35.0,96.0,1.0
KMB_0282,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0283,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,5.0,90.0,0.0
KMB_0284,НГДУ-4,ЦДНГ-7,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0285,НГДУ-4,ЦДНГ-7,ГУ-121,ЗУ-121б,Нефтяная,В работе,,ШГН,10.000000,10.0,50.0,4.0
KMB_0286,НГДУ-4,ЦДНГ-7,ГУ-121,ЗУ-121б,Нефтяная,В работе,,ШГН,2.000000,50.0,95.0,2.0
KMB_0287,НГДУ-4,ЦДНГ-7,ГУ-101,ЗУ-101б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,9.000000,5.0,75.0,1.0
KMB_0288,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100г,Нефтяная,Ликвидированная,Технические причины,Отсутствует,12.000000,20.0,99.0,0.0
KMB_0289,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,35.0,98.0,1.0
KMB_0290,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0291,НГДУ-4,ЦДНГ-7,ГУ-79,,Нефтяная,В работе,,ШГН,6.000000,15.0,50.0,6.0
KMB_0292,НГДУ-4,ЦДНГ-7,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0293,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0294,НГДУ-4,ЦДНГ-7,ГУ-121,ЗУ-121б,Нефтяная,В работе,,ШГН,9.000000,40.0,95.0,2.0
KMB_0295,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0296,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100г,Нефтяная,В работе,,ШГН,10.000000,50.0,90.0,4.0
KMB_0297,НГДУ-4,ЦДНГ-7,ГУ-100,ЗУ-100г,Нефтяная,Ликвидированная,Технические причины,Отсутствует,11.000000,40.0,95.0,2.0
KMB_0298,НГДУ-4,ЦДНГ-7,ГУ-79,,Нефтяная,В работе,,ШГН,14.000000,25.0,65.0,7.0
KMB_0299,НГДУ-4,ЦДНГ-7,ГУ-79,,Нефтяная,Бездействие,,ШГН,7.000000,30.0,98.0,0.0
KMB_0300,НГДУ-4,,,,Нагнетательная,Ликвидированная,Геологические причины,Отсутствует,,,,
KMB_0301,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,25.0,95.0,1.0
KMB_0302,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0303,НГДУ-4,ЦДНГ-7,ГУ-79,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,9.000000,30.0,99.0,0.0
KMB_0304,НГДУ-4,ЦДНГ-7,ГУ-104,ЗУ-104а,Контрольная,В простое,Нерентабельная для эксплуатации скважина,ШГН,10.000000,5.0,99.0,0.0
KMB_0305,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0306,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0307,НГДУ-4,ЦДНГ-7,ГУ-104,ЗУ-104а,Нефтяная,Ликвидированная,Технические причины,Отсутствует,9.000000,30.0,98.0,0.0
KMB_0308,НГДУ-4,,,,Контрольная,В простое,ПРС,Отсутствует,,,,
KMB_0309,НГДУ-4,ЦДНГ-7,ГУ-79,,Нефтяная,В работе,,ШГН,10.000000,20.0,80.0,3.0
KMB_0310,НГДУ-4,ЦДНГ-7,ГУ-104,ЗУ-104а,Нефтяная,В ожидании ликвидации,,ШГН,1.000000,35.0,98.0,1.0
KMB_0311,НГДУ-4,ЦДНГ-7,ГУ-103,ЗУ-103,Нефтяная,В работе,,ШГН,8.000000,30.0,70.0,8.0
KMB_0312,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0313,НГДУ-4,ЦДНГ-7,ГУ-104,ЗУ-104а,Нефтяная,Ликвидированная,Технические причины,Отсутствует,2.000000,10.0,90.0,1.0
KMB_0314,НГДУ-4,ЦДНГ-7,ГУ-104,ЗУ-104а,Нефтяная,В работе,,ШГН,2.000000,15.0,90.0,1.0
KMB_0315,НГДУ-4,ЦДНГ-7,ГУ-104,ЗУ-104а,Нефтяная,Ликвидированная,Технические причины,Отсутствует,2.000000,30.0,99.0,0.0
KMB_0316,НГДУ-4,ЦДНГ-7,ГУ-104,ЗУ-104а,Нефтяная,Ликвидированная,Технические причины,Отсутствует,2.000000,5.0,70.0,1.0
KMB_0317,НГДУ-4,ЦДНГ-7,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0318,НГДУ-4,,,,Нагнетательная,Ликвидированная,Геологические причины,Отсутствует,,,,
KMB_0319,НГДУ-4,ЦДНГ-7,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0320,НГДУ-4,ЦДНГ-7,ГУ-104,ЗУ-104а,Нефтяная,Ликвидированная,Технические причины,Отсутствует,3.000000,15.0,98.0,0.0
KMB_0321,НГДУ-4,,,,Нагнетательная,Бездействие,Технические причины,Отсутствует,,10.0,60.0,3.0
KMB_0322,НГДУ-4,ЦДНГ-7,ГУ-104,ЗУ-104а,Нефтяная,Ликвидированная,Технические причины,ШГН,3.000000,50.0,99.0,0.0
KMB_0323,НГДУ-4,ЦДНГ-7,ГУ-104,ЗУ-104б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,4.000000,40.0,98.0,1.0
KMB_0324,НГДУ-4,ЦДНГ-7,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0325,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0326,НГДУ-4,ЦДНГ-7,ГУ-104,ЗУ-104б,Нефтяная,В ожидании ликвидации,,ШГН,8.000000,10.0,98.0,0.0
KMB_0328,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,,,
KMB_0329,НГДУ-4,ЦДНГ-7,ГУ-121,ЗУ-121б,Нефтяная,В работе,,ШГН,14.000000,60.0,95.0,3.0
KMB_0330,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
KMB_0331,НГДУ-4,ЦДНГ-7,ГУ-103,ЗУ-103а,Нефтяная,В работе,,ШГН,8.000000,10.0,45.0,5.0
KMB_0332,НГДУ-4,ЦДНГ-7,ГУ-103,ЗУ-103г,Нефтяная,В работе,,ШГН,4.000000,15.0,50.0,6.0
KMB_0333,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,,,
